author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,coordinates_of_underground
homeowner,10,15,2,52.5,14000000.0,Царицыно,Пролетарский проспект,Кантемировская,"(55.636107, 37.656218)"
realtor,3,8,2,59.7,18600000.0,Нагатино-Садовники,Каширское шоссе,Каширская,"(55.654462, 37.647639)"
developer,2,19,2,62.8,24674120.0,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,4,13,2,63.7,33000000.0,Даниловский,Подольское шоссе,Тульская,"(55.70961, 37.622569)"
real_estate_agent,8,9,2,55.7,40000000.0,Тверской,1-я Тверская-Ямская ,Белорусская,"(55.777439, 37.582107)"
developer,34,46,2,58.5,39502429.0,Дорогомилово,Кутузовский проезд,Фили,"(55.746763, 37.514035)"
real_estate_agent,9,16,2,54.0,15300000.0,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,Озёрная,"(55.6698, 37.4495)"
developer,2,44,2,63.74,30122632.0,Марьина роща, 4-я Марьиной рощи,Марьина Роща,"(55.793723, 37.61618)"
real_estate_agent,2,15,2,74.0,39000000.0,Аэропорт,Ленинградский проспект,Динамо,"(55.789704, 37.558212)"
developer,13,30,2,38.2,12263575.0,Рязанский,Рязанский проспект,Окская,"(55.718623, 37.781272)"
real_estate_agent,4,19,2,43.5,23824000.0,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,28,58,2,52.0,33200000.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,"(55.775697, 37.485071)"
developer,3,6,2,44.0,23232000.0,Хорошево-Мневники, Саляма Адиля,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,30,41,2,49.0,25700000.0,Раменки,1-й Сетуньский проезд,Кутузовская,"(55.740544, 37.5341)"
realtor,4,9,2,45.0,14900000.0,Чертаново Центральное, Красного Маяка,Пражская,"(55.610962, 37.602386)"
unknown,7,9,2,43.1,18500000.0,Нагатинский затон,Кленовый бульвар,Коломенская,"(55.677423, 37.663719)"
real_estate_agent,3,20,2,64.0,38000000.0,Беговой,Бумажный проезд,Белорусская,"(55.777439, 37.582107)"
homeowner,4,9,2,37.1,13490000.0,Кузьминки,Зеленодольская ,Кузьминки,"(55.705493, 37.763295)"
developer,2,48,2,52.6,18382016.0,Покровское-Стрешнево,Вишневая ,Тушинская,"(55.825479, 37.437024)"
real_estate_agent,5,5,2,44.9,19990000.0,Басманный,Сыромятнический проезд,Чкаловская,"(55.755951, 37.659293)"
realtor,8,9,2,38.0,14499000.0,Текстильщики,Саратовская ,Текстильщики,"(55.707725, 37.728406)"
representative_developer,4,15,2,45.8,26993838.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
realtor,30,30,2,56.7,23250000.0,Можайский, Петра Алексеева,Давыдково,"(55.71517, 37.45177)"
realtor,15,16,2,55.0,17690000.0,Чертаново Центральное,Варшавское шоссе,Пражская,"(55.610962, 37.602386)"
real_estate_agent,20,22,2,38.4,14999000.0,Южное Тушино,бульвар Яна Райниса,Сходненская,"(55.84926, 37.44076)"
developer,20,26,2,57.8,16357400.0,Чертаново Южное,Варшавское шоссе,Лесопарковая,"(55.581656, 37.577816)"
real_estate_agent,10,12,2,44.0,10800000.0,Дмитровский,Клязьминская ,Грачёвская,"(55.869444, 37.509167)"
developer,11,29,2,55.8,20119633.0,Южнопортовый,Волгоградский проспект,Дубровка,"(55.71807, 37.676259)"
homeowner,7,17,2,53.1,18250000.0,Нагатино-Садовники,Нагатинский бульвар,Коломенская,"(55.677423, 37.663719)"
developer,2,21,2,44.0,12317350.0,Нижегородский,Автомобильный проезд,Калитники,"(55.734146, 37.701969)"
real_estate_agent,2,9,2,44.4,12000000.0,Новогиреево, Алексея Дикого,Новогиреево,"(55.752237, 37.814587)"
developer,3,19,2,59.6,29621200.0,Щукино, Ротмистрова,Октябрьское поле,"(55.793581, 37.493317)"
real_estate_agent,9,16,2,39.4,15100000.0,Гагаринский, Вавилова,Ленинский проспект,"(55.70678, 37.58499)"
developer,4,20,2,42.44,22264024.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,12,12,2,52.0,12500000.0,Орехово-Борисово Южное,Ясеневая ,Зябликово,"(55.611944, 37.745278)"
developer,16,21,2,56.29,26831160.0,Хорошевский, Зорге,Зорге,"(55.787778, 37.504444)"
real_estate_agent,8,27,2,56.1,23300000.0,Лефортово, Крузенштерна,Авиамоторная,"(55.751933, 37.717444)"
developer,2,48,2,56.51,18412265.0,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,2,8,2,55.1,18000000.0,Академический, Вавилова,Ленинский проспект,"(55.70678, 37.58499)"
developer,2,16,2,55.54,21287149.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,2,9,2,37.0,9250000.0,Солнцево, 50 лет Октября,Говорово,"(55.6588, 37.4174)"
real_estate_agent,10,12,2,40.0,13500000.0,Можайский, Красных Зорь,Рабочий посёлок,"(55.726918, 37.417877)"
developer,2,35,2,43.1,17139101.0,Левобережный,Фестивальная ,Речной вокзал,"(55.008738, 82.93827)"
real_estate_agent,5,8,2,54.5,20000000.0,Академический,Профсоюзная ,Профсоюзная,"(55.677671, 37.562595)"
developer,2,29,2,45.7,14194420.0,Черемушки, Наметкина,Новые Черёмушки,"(55.670077, 37.554493)"
developer,2,41,2,48.5,33762426.0,Хорошевский,Ленинградский проспект,Петровский Парк,"(55.791957, 37.557322)"
real_estate_agent,2,17,2,57.8,16500000.0,Отрадное, Декабристов,Отрадное,"(55.864273, 37.605066)"
developer,5,29,2,64.8,27915840.0,Аэропорт,Часовая ,Сокол,"(55.805564, 37.515245)"
realtor,15,25,2,40.7,18200000.0,Печатники,Южнопортовая ,Печатники,"(55.692921, 37.728338)"
developer,8,52,2,53.8,21824030.0,Раменки,проспект Генерала Дорохова,Раменки,"(55.697691, 37.498725)"
developer,20,30,2,38.4,10043078.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
developer,3,16,2,30.97,17364879.0,Хорошево-Мневники, Берзарина,Октябрьское поле,"(55.793581, 37.493317)"
realtor,29,34,2,42.5,12650000.0,Южное Бутово, Поляны,Улица Скобелевская,"(55.548103, 37.552721)"
real_estate_agent,6,9,2,45.0,13300000.0,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,6,12,2,52.2,14500000.0,Алтуфьевский,Алтуфьевское шоссе,Бибирево,"(55.883868, 37.603011)"
realtor,2,9,2,46.0,15900000.0,Северное Медведково,Студеный проезд,Медведково,"(55.888103, 37.661562)"
developer,15,25,2,32.71,12108104.0,Соколиная гора,Окружной проезд,Измайлово,"(55.788611, 37.742778)"
developer,2,16,2,42.8,22377265.0,Сокол, Зорге,Зорге,"(55.787778, 37.504444)"
developer,31,43,2,66.78,31584269.0,Савеловский,2-я Хуторская ,Дмитровская,"(55.808056, 37.581734)"
real_estate_agent,10,14,2,44.0,33499000.0,Раменки,проспект Генерала Дорохова,Минская,"(55.723947, 37.497872)"
realtor,2,8,2,42.3,20400000.0,Аэропорт,Ленинградский проспект,Сокол,"(55.805564, 37.515245)"
realtor,6,24,2,61.4,28000000.0,Сокол, Алабяна,Панфиловская,"(55.799167, 37.498889)"
real_estate_agent,7,46,2,60.0,22000000.0,Обручевский, Академика Волгина,Калужская,"(55.656682, 37.540075)"
developer,11,19,2,72.9,38185020.0,Покровское-Стрешнево,Северо-Западный ао,Спартак,"(55.8182, 37.4352)"
real_estate_agent,4,20,2,74.1,31000000.0,Нагатино-Садовники,Варшавское шоссе,Нагатинская,"(55.682099, 37.620917)"
developer,6,6,2,57.1,33719225.0,Нагатинский затон,проспект Андропова,Технопарк,"(55.695, 37.664167)"
real_estate_agent,1,5,2,45.8,11000000.0,Фили-Давыдково,Кутузовский проспект,Кунцевская,"(55.728707, 37.445985)"
developer,18,24,2,73.6,37555854.0,Нагатинский затон,проспект Андропова,Технопарк,"(55.695, 37.664167)"
real_estate_agent,9,9,2,56.3,19390000.0,Филевский парк,Новозаводская ,Фили,"(55.746763, 37.514035)"
developer,7,43,2,57.89,28755179.0,Савеловский,2-я Хуторская ,Дмитровская,"(55.808056, 37.581734)"
real_estate_agent,23,38,2,64.7,24900000.0,Ростокино,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,14,24,2,73.7,35000000.0,Нагатинский затон,проспект Андропова,Технопарк,"(55.695, 37.664167)"
developer,18,75,2,72.99,35729699.0,Донской,5-й Донской проезд,Площадь Гагарина,"(55.706944, 37.585833)"
real_estate_agent,4,21,2,71.8,29850000.0,Щукино,Щукинская ,Щукинская,"(55.8094, 37.463241)"
real_estate_agent,2,34,2,62.7,29000000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
developer,2,16,2,46.8,23868000.0,Даниловский, Серпуховский Вал,Тульская,"(55.70961, 37.622569)"
realtor,6,9,2,40.0,15990000.0,Тимирязевский,Дмитровское шоссе,Тимирязевская,"(55.81866, 37.574498)"
realtor,17,21,2,87.5,36999999.0,Алексеевский,Новоалексеевская ,Алексеевская,"(55.807794, 37.638699)"
developer,2,23,2,61.4,21921949.0,Очаково-Матвеевское,Очаково мкр,Озёрная,"(55.6698, 37.4495)"
realtor,6,14,2,43.0,13700000.0,Люблино,Высотный проезд,Люблино,"(55.676596, 37.761639)"
real_estate_agent,14,41,2,48.0,26500000.0,Раменки,1-й Сетуньский проезд,Кутузовская,"(55.740544, 37.5341)"
developer,31,34,2,69.4,27690600.0,Левобережный,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
realtor,3,9,2,48.7,10200000.0,Люблино, Верхние Поля,Братиславская,"(55.658817, 37.748415)"
developer,10,17,2,53.4,34053180.0,Раменки,Мичуринский проспект,Раменки,"(55.697691, 37.498725)"
real_estate_agent,4,8,2,54.7,21900000.0,Сокол, Алабяна,Сокол,"(55.805564, 37.515245)"
developer,2,22,2,55.9,25809533.0,Марьина роща,Полковая ,Савёловская,"(55.794054, 37.587163)"
real_estate_agent,17,33,2,70.0,26250000.0,Кунцево, Академика Павлова,Крылатское,"(55.756842, 37.408139)"
developer,5,6,2,67.81,36645412.0,Преображенское,Жилой комплекс Преображенская площадь,Преображенская площадь,"(55.796322, 37.713582)"
real_estate_agent,12,26,2,45.3,25000000.0,Покровское-Стрешнево,Летная ,Спартак,"(55.8182, 37.4352)"
developer,14,17,2,70.94,36776323.0,Преображенское,Жилой комплекс Преображенская площадь,Преображенская площадь,"(55.796322, 37.713582)"
real_estate_agent,35,37,2,59.7,25000000.0,Раменки,Мосфильмовская ,Аминьевская,"(55.697189, 37.464931)"
developer,19,75,2,64.7,31256375.0,Донской,5-й Донской проезд,Площадь Гагарина,"(55.706944, 37.585833)"
real_estate_agent,11,20,2,64.0,30000000.0,Хорошево-Мневники, Шеногина,Шелепиха,"(55.757116, 37.524067)"
homeowner,3,9,2,44.5,14800000.0,Восточное Дегунино,Дубнинская ,Селигерская,"(55.866556, 37.547117)"
real_estate_agent,9,23,2,68.4,33300000.0,Хорошево-Мневники,Жилой комплекс остров,Терехово ,"(55.748108, 37.459738)"
developer,12,21,2,75.0,38137500.0,Щукино,Щукинская ,Щукинская,"(55.8094, 37.463241)"
real_estate_agent,3,13,2,82.5,36100000.0,Хорошево-Мневники, Нижние Мневники,Мнёвники,"(55.761148, 37.47139)"
developer,11,21,2,74.2,36309399.0,Щукино,Щукинская ,Щукинская,"(55.8094, 37.463241)"
realtor,3,12,2,45.9,13999999.0,Западное Дегунино, Маршала Федоренко,Ховрино,"(55.878273, 37.480768)"
developer,20,28,2,69.15,33879747.0,Нагатино-Садовники,Нагатинская ,Нагатинская,"(55.682099, 37.620917)"
real_estate_agent,5,14,2,47.0,14700000.0,Аэропорт, 4-я 8 Марта,Гражданская,"(55.805483, 37.553316)"
developer,2,18,2,72.5,28854528.0,Филевский парк,Береговой проезд,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,27,33,2,47.4,28500000.0,Даниловский,Дербеневская ,Павелецкая,"(55.729741, 37.638693)"
developer,5,17,2,50.4,31585680.0,Раменки,Мичуринский проспект,Раменки,"(55.697691, 37.498725)"
realtor,18,30,2,79.6,29500000.0,Можайский, Петра Алексеева,Давыдково,"(55.71517, 37.45177)"
real_estate_agent,25,52,2,70.0,37900000.0,Раменки,Мичуринский проспект,Раменки,"(55.697691, 37.498725)"
developer,14,28,2,80.19,38430642.0,Нагатино-Садовники,Нагатинская ,Нагатинская,"(55.682099, 37.620917)"
real_estate_agent,2,18,2,120.3,38500000.0,Ломоносовский, Архитектора Власова,Профсоюзная,"(55.677671, 37.562595)"
real_estate_agent,4,5,2,42.8,11990000.0,Новогиреево,Мартеновская ,Новогиреево,"(55.752237, 37.814587)"
developer,13,22,2,52.9,27062952.0,Марьина роща,Полковая ,Савёловская,"(55.794054, 37.587163)"
real_estate_agent,9,9,2,33.2,13000000.0,Северное Тушино, Фомичевой,Сходненская,"(55.84926, 37.44076)"
real_estate_agent,5,8,2,44.7,14490000.0,Донской,Варшавское шоссе,Верхние котлы,"(55.69, 37.618889)"
developer,2,28,2,68.3,31238930.0,Нагатино-Садовники,Нагатинская ,Нагатинская,"(55.682099, 37.620917)"
real_estate_agent,3,5,2,52.0,39000000.0,Донской,4-й Верхний Михайловский проезд,Шаболовская,"(55.718828, 37.607892)"
real_estate_agent,10,14,2,46.3,15490000.0,Свиблово, Амундсена,Свиблово,"(55.855558, 37.653379)"
developer,43,57,2,75.7,31801570.0,Левобережный,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
developer,3,24,2,59.0,23014518.0,Очаково-Матвеевское,Мичуринский проспект,Озёрная,"(55.6698, 37.4495)"
real_estate_agent,8,14,2,40.8,14900000.0,Очаково-Матвеевское,Озерная ,Озёрная,"(55.6698, 37.4495)"
developer,13,21,2,71.6,35928164.0,Щукино,Щукинская ,Щукинская,"(55.8094, 37.463241)"
real_estate_agent,3,22,2,43.0,31000000.0,Академический,Новочеремушкинская ,Академическая,"(55.687147, 37.5723)"
developer,34,42,2,42.8,26805640.0,Котловка,Севастопольский проспект,Нагорная,"(55.672962, 37.610397)"
real_estate_agent,24,24,2,58.0,39300000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
developer,15,42,2,46.7,27062650.0,Котловка,Севастопольский проспект,Нагорная,"(55.672962, 37.610397)"
developer,35,54,2,74.5,35391971.0,Хорошево-Мневники, Мневники,Полежаевская,"(55.777201, 37.517895)"
developer,2,54,2,71.04,36036532.0,Хорошево-Мневники, Мневники,Полежаевская,"(55.777201, 37.517895)"
real_estate_agent,6,12,2,52.0,30000000.0,Аэропорт,Ленинградский проспект,Петровский Парк,"(55.791957, 37.557322)"
developer,38,54,2,63.53,32606836.0,Хорошево-Мневники, Мневники,Полежаевская,"(55.777201, 37.517895)"
homeowner,17,22,2,57.0,14900000.0,Северный,Челобитьевское шоссе,Физтех,"(55.921536, 37.546498)"
real_estate_agent,3,17,2,56.8,19290000.0,Чертаново Северное,Кировоградская ,Южная,"(55.622436, 37.609047)"
real_estate_agent,12,17,2,57.8,25990000.0,Раменки,Мичуринский проспект,Раменки,"(55.697691, 37.498725)"
developer,18,41,2,58.5,35807659.0,Даниловский,Дубининская ,Павелецкая,"(55.729741, 37.638693)"
real_estate_agent,9,21,2,50.3,33900000.0,Басманный, Земляной Вал,Чкаловская,"(55.755951, 37.659293)"
developer,10,18,2,45.4,37777308.0,Донской,2-й Донской проезд,Ленинский проспект,"(55.70678, 37.58499)"
real_estate_agent,18,25,2,72.5,35000000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
developer,6,18,2,47.1,38647240.0,Донской,2-й Донской проезд,Ленинский проспект,"(55.70678, 37.58499)"
developer,6,18,2,48.4,33232233.0,Донской,2-й Донской проезд,Ленинский проспект,"(55.70678, 37.58499)"
developer,9,13,2,69.6,27344041.0,Москворечье-Сабурово,переулок 1-й Котляковский,Варшавская,"(55.653406, 37.619711)"
real_estate_agent,8,9,2,44.0,10000000.0,Головинский, Лавочкина,Речной вокзал,"(55.008738, 82.93827)"
developer,19,24,2,72.5,33376136.0,Москворечье-Сабурово,Каширский проезд,Варшавская,"(55.653406, 37.619711)"
developer,5,10,2,60.9,29519672.0,Москворечье-Сабурово,переулок 1-й Котляковский,Варшавская,"(55.653406, 37.619711)"
realtor,8,9,2,37.0,13999000.0,Текстильщики,Волжский бульвар,Текстильщики,"(55.707725, 37.728406)"
developer,11,46,2,66.5,34785711.0,Даниловский,Дубининская ,Серпуховская,"(55.726548, 37.624792)"
real_estate_agent,3,26,2,36.0,16790000.0,Лефортово, Крузенштерна,Авиамоторная,"(55.751933, 37.717444)"
representative_developer,10,21,2,49.8,21286313.0,Очаково-Матвеевское,Аминьевское шоссе,Давыдково,"(55.71517, 37.45177)"
developer,7,29,2,70.6,21886000.0,Черемушки, Наметкина,Новые Черёмушки,"(55.670077, 37.554493)"
real_estate_agent,30,43,2,46.0,30490000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
developer,16,53,2,55.8,20915255.0,Покровское-Стрешнево,Северо-Западный ао,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,3,7,2,80.0,30500000.0,Басманный,Нижняя Красносельская ,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,17,46,2,50.4,34900000.0,Дорогомилово,Кутузовский проезд,Фили,"(55.746763, 37.514035)"
developer,4,12,2,58.1,16561114.0,Рязанский,Рязанский проспект,Окская,"(55.718623, 37.781272)"
real_estate_agent,13,36,2,63.5,39900000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,50,55,2,42.47,24000000.0,Марьина роща, 4-я Марьиной рощи,Марьина Роща,"(55.793723, 37.61618)"
developer,2,24,2,72.9,30800250.0,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,50,55,2,42.62,24000000.0,Марьина роща, 4-я Марьиной рощи,Марьина Роща,"(55.793723, 37.61618)"
real_estate_agent,10,16,2,62.6,30990000.0,Басманный,Старая Басманная ,Бауманская,"(55.772405, 37.67904)"
developer,19,29,2,57.1,19174180.0,Черемушки, Наметкина,Новые Черёмушки,"(55.670077, 37.554493)"
homeowner,4,8,2,60.3,31000000.0,Ломоносовский,Ленинский проспект,Университет,"(55.69329, 37.534511)"
realtor,14,24,2,45.0,32500000.0,Хорошевский,Хорошевское шоссе,Полежаевская,"(55.777201, 37.517895)"
developer,12,21,2,56.0,22084481.0,Нижегородский,Автомобильный проезд,Калитники,"(55.734146, 37.701969)"
real_estate_agent,5,19,2,52.0,29200000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,4,11,2,62.7,33100000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
real_estate_agent,7,7,2,78.0,30500000.0,Таганский,Нижегородская ,Калитники,"(55.734146, 37.701969)"
developer,16,19,2,65.8,32307800.0,Щукино, Ротмистрова,Октябрьское поле,"(55.793581, 37.493317)"
real_estate_agent,2,8,2,65.0,37000000.0,Басманный,Чистопрудный бульвар,Чистые пруды,"(55.76499, 37.638293)"
developer,42,52,2,54.8,25089051.0,Раменки,проспект Генерала Дорохова,Раменки,"(55.697691, 37.498725)"
developer,29,30,2,49.9,15272543.0,Рязанский,Рязанский проспект,Окская,"(55.718623, 37.781272)"
real_estate_agent,4,11,2,65.0,39000000.0,Дорогомилово,Кутузовский проспект,Киевская,"(55.743117, 37.564132)"
developer,26,36,2,47.6,13613600.0,Ярославский,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,2,22,2,72.5,32500000.0,Филевский парк,Береговой проезд,Фили,"(55.746763, 37.514035)"
real_estate_agent,22,42,2,61.6,27990000.0,Филевский парк,Багратионовский проезд,Фили,"(55.746763, 37.514035)"
developer,6,24,2,70.1,28004950.0,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,9,10,2,75.0,31500000.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
developer,21,36,2,46.5,13206000.0,Ярославский,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,4,11,2,79.0,36500000.0,Преображенское,Краснобогатырская ,Преображенская площадь,"(55.796322, 37.713582)"
real_estate_agent,4,9,2,40.0,13300000.0,Головинский,Онежская ,Моссельмаш,"(55.862222, 37.526389)"
developer,26,27,2,56.9,21735800.0,Щукино, Берзарина,Щукинская,"(55.8094, 37.463241)"
real_estate_agent,7,7,2,78.7,20990000.0,Южнопортовый, Трофимова,Кожуховская,"(55.706156, 37.68544)"
real_estate_agent,4,8,2,50.0,37000000.0,Гагаринский,Ленинский проспект,Ленинский проспект,"(55.70678, 37.58499)"
real_estate_agent,6,14,2,53.3,13290000.0,Гольяново,Курганская ,Щёлковская,"(55.809962, 37.798261)"
real_estate_agent,8,24,2,50.7,17200000.0,Можайский, Толбухина,Сетунь,"(55.724211, 37.398473)"
real_estate_agent,3,5,2,46.7,12490000.0,Новогиреево,Мартеновская ,Новогиреево,"(55.752237, 37.814587)"
real_estate_agent,11,15,2,38.0,17500000.0,Рязанский,Рязанский проспект,Стахановская,"(55.727207, 37.752257)"
realtor,7,14,2,45.0,19990000.0,Савеловский, 8 Марта,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,6,16,2,64.3,29200000.0,Даниловский, Архитектора Щусева,ЗИЛ,"(55.698333, 37.648333)"
real_estate_agent,6,22,2,59.0,28500000.0,Лефортово, Крузенштерна,Авиамоторная,"(55.751933, 37.717444)"
real_estate_agent,12,36,2,71.0,34800000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
developer,27,29,2,61.1,21965241.0,Южнопортовый,Волгоградский проспект,Дубровка,"(55.71807, 37.676259)"
real_estate_agent,15,21,2,37.26,15950000.0,Хорошевский, Зорге,Полежаевская,"(55.777201, 37.517895)"
real_estate_agent,9,14,2,67.0,38000000.0,Раменки,проспект Генерала Дорохова,Минская,"(55.723947, 37.497872)"
developer,15,20,2,66.5,34779500.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,4,25,2,71.0,30600000.0,Раменки, Янковского,Аминьевская,"(55.697189, 37.464931)"
developer,13,28,2,61.29,30970000.0,Марфино, Академика Королева,Телецентр,"(55.821795, 37.608975)"
real_estate_agent,3,49,2,42.6,23900000.0,Хорошево-Мневники, Генерала Глаголева,Народное Ополчение,"(55.775697, 37.485071)"
developer,5,20,2,73.53,28323976.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,7,33,2,47.0,25000000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
developer,15,15,2,56.6,20347700.0,Головинский,Михалковская ,Коптево,"(55.839637, 37.520037)"
real_estate_agent,5,17,2,55.9,18400000.0,Отрадное,Нововладыкинский проезд,Окружная,"(55.844748, 37.575531)"
developer,10,20,2,52.4,17648320.0,Головинский,Северный ао,Коптево,"(55.839637, 37.520037)"
real_estate_agent,14,29,2,50.1,30500000.0,Хорошево-Мневники,Шелепихинская набережная,Хорошёвская,"(55.776862, 37.520797)"
developer,4,21,2,75.3,38859999.0,Беговой, 1-я Ямского Поля,Белорусская,"(55.777439, 37.582107)"
real_estate_agent,3,5,2,57.0,14998888.0,Можайский,Сколковское шоссе,Молодёжная,"(55.741375, 37.415627)"
developer,18,21,2,68.12,36220000.0,Марфино, Академика Королева,Телецентр,"(55.821795, 37.608975)"
real_estate_agent,8,16,2,53.8,14500000.0,Ясенево,Новоясеневский проспект,Ясенево,"(55.606182, 37.5334)"
real_estate_agent,3,19,2,47.7,32500000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
developer,3,29,2,58.2,22348368.0,Южнопортовый,Волгоградский проспект,Волгоградский проспект,"(55.725546, 37.685197)"
real_estate_agent,9,17,2,56.5,19789000.0,Академический,Новочеремушкинская ,Профсоюзная,"(55.677671, 37.562595)"
real_estate_agent,24,28,2,62.6,33900000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
developer,14,27,2,64.0,29708800.0,Аэропорт,Часовая ,Сокол,"(55.805564, 37.515245)"
real_estate_agent,4,14,2,43.0,27000000.0,Раменки,проспект Генерала Дорохова,Минская,"(55.723947, 37.497872)"
developer,5,20,2,64.41,23811037.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,3,4,2,61.6,18500000.0,Тимирязевский, Вучетича,Гражданская,"(55.805483, 37.553316)"
developer,2,16,2,61.09,22733666.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
realtor,12,16,2,51.3,31900000.0,Даниловский, Архитектора Щусева,ЗИЛ,"(55.698333, 37.648333)"
real_estate_agent,9,15,2,46.2,35800000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
real_estate_agent,13,28,2,69.0,35500000.0,Филевский парк,Береговой проезд,Фили,"(55.746763, 37.514035)"
developer,19,21,2,65.4,15600000.0,Тропарево-Никулино,Востряковское шоссе,Озёрная,"(55.6698, 37.4495)"
real_estate_agent,8,30,2,62.8,27350000.0,Южнопортовый,Волгоградский проспект,Угрешская,"(55.718333, 37.697778)"
real_estate_agent,4,12,2,46.0,17200000.0,Савеловский,2-я Квесисская ,Савёловская,"(55.794054, 37.587163)"
developer,33,39,2,67.21,25042863.0,Западное Дегунино,Северный ао,Селигерская,"(55.866556, 37.547117)"
real_estate_agent,15,16,2,83.3,30500000.0,Зюзино,Азовская ,Севастопольская,"(55.651451, 37.59809)"
homeowner,3,19,2,51.22,35700000.0,Красносельский,проспект Академика Сахарова,Красные ворота,"(55.768307, 37.6478)"
developer,4,39,2,81.07,27117438.0,Западное Дегунино,Северный ао,Селигерская,"(55.866556, 37.547117)"
real_estate_agent,14,58,2,60.2,21000000.0,Ростокино,проспект Мира,Ростокино,"(55.839444, 37.667778)"
developer,10,23,2,73.0,31536000.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
realtor,9,35,2,42.7,24990000.0,Останкинский, Годовикова,Алексеевская,"(55.807794, 37.638699)"
real_estate_agent,3,23,2,49.5,16050000.0,Рязанский,2-й Грайвороновский проезд,Стахановская,"(55.727207, 37.752257)"
realtor,6,8,2,63.0,16200000.0,Нагатино-Садовники,Каширское шоссе,Каширская,"(55.654462, 37.647639)"
real_estate_agent,6,32,2,69.9,29500000.0,Хорошево-Мневники,Причальный проезд,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,16,30,2,54.0,23900000.0,Щукино,Авиационная ,Щукинская,"(55.8094, 37.463241)"
developer,3,32,2,77.2,39565000.0,Черемушки,Херсонская ,Зюзино,"(55.655717, 37.57369)"
real_estate_agent,10,28,2,70.0,36000000.0,Филевский парк, Василисы Кожиной,Парк Победы,"(55.735679, 37.516865)"
real_estate_agent,4,12,2,46.0,17200000.0,Савеловский,2-я Квесисская ,Савёловская,"(55.794054, 37.587163)"
developer,6,21,2,72.5,16900000.0,Тропарево-Никулино,Востряковское шоссе,Озёрная,"(55.6698, 37.4495)"
homeowner,5,9,2,45.0,16950000.0,Можайский, Маршала Неделина,Рабочий посёлок,"(55.726918, 37.417877)"
real_estate_agent,16,17,2,51.0,11800000.0,Некрасовка, Ухтомского Ополчения,Некрасовка,"(55.702967, 37.92803)"
