author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,coordinates_of_underground
realtor,18,26,3,79.6,25990000.0,Обручевский, Новаторов,Новаторская,"(55.669823, 37.52218)"
real_estate_agent,8,19,3,82.0,33800000.0,Савеловский, Верхняя Масловка,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,11,22,3,98.6,31500000.0,Левобережный,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
real_estate_agent,2,10,3,82.5,32000000.0,Гагаринский,Ленинский проспект,Университет,"(55.69329, 37.534511)"
real_estate_agent,10,11,3,82.1,33500000.0,Останкинский,Березовая аллея,Ботанический сад,"(55.844597, 37.637811)"
real_estate_agent,10,17,3,74.0,28500000.0,Крылатское, Крылатские Холмы,Крылатское,"(55.756842, 37.408139)"
real_estate_agent,8,21,3,86.1,40000000.0,Филевский парк,Береговой проезд,Фили,"(55.746763, 37.514035)"
developer,13,15,3,84.0,19870200.0,Молжаниновский,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
real_estate_agent,2,12,3,62.6,14800000.0,Марьино,Донецкая ,Курьяново,"(55.649855, 37.701439)"
real_estate_agent,7,8,3,115.0,34500000.0,Куркино,Ландышевая ,Химки,"(55.894444, 37.450833)"
real_estate_agent,11,17,3,74.3,29800000.0,Марьина роща,Новосущевская ,Менделеевская,"(55.781999, 37.599141)"
real_estate_agent,22,23,3,79.0,37000000.0,Лефортово,Красноказарменная ,Авиамоторная,"(55.751933, 37.717444)"
real_estate_agent,5,9,3,58.4,18500000.0,Коньково,Профсоюзная ,Беляево,"(55.642357, 37.526115)"
real_estate_agent,3,3,3,89.3,35599000.0,Мещанский,Большой Сухаревский переулок,Сухаревская,"(55.772315, 37.63285)"
real_estate_agent,13,24,3,74.0,36500000.0,Покровское-Стрешнево,Волоколамское шоссе,Спартак,"(55.8182, 37.4352)"
real_estate_agent,7,12,3,64.9,19900000.0,Бутырский, Милашенкова,Фонвизинская,"(55.822778, 37.588056)"
realtor,5,5,3,71.0,32000000.0,Аэропорт,Красноармейская ,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,8,16,3,83.0,35000000.0,Беговой,Ленинградский проспект,Петровский Парк,"(55.791957, 37.557322)"
real_estate_agent,11,14,3,83.0,26000000.0,Новогиреево,Перовская ,Кусково,"(55.739722, 37.795278)"
real_estate_agent,11,16,3,68.0,21750000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
real_estate_agent,9,9,3,57.7,14200000.0,Ховрино,Фестивальная ,Грачёвская,"(55.869444, 37.509167)"
developer,20,25,3,57.7,23330418.0,Метрогородок,Тагильская ,Бульвар Рокоссовского,"(55.814916, 37.732227)"
real_estate_agent,4,5,3,72.1,19000000.0,Кунцево,Ярцевская ,Молодёжная,"(55.741375, 37.415627)"
realtor,19,29,3,110.0,36914000.0,Можайский,переулок 2-й Петра Алексеева,Кунцевская,"(55.728707, 37.445985)"
developer,25,52,3,79.7,33883813.0,Раменки,проспект Генерала Дорохова,Раменки,"(55.697691, 37.498725)"
real_estate_agent,8,9,3,70.0,31600000.0,Басманный,Нижняя Красносельская ,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,20,23,3,95.2,33800000.0,Бутырский, Яблочкова,Тимирязевская,"(55.81866, 37.574498)"
developer,18,21,3,67.7,34819620.0,Хорошевский, Зорге,Зорге,"(55.787778, 37.504444)"
real_estate_agent,8,24,3,79.0,38900000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,13,14,3,79.0,28250000.0,Текстильщики, Чистова,Волжская,"(55.690446, 37.754314)"
real_estate_agent,12,12,3,70.0,15500000.0,Зюзино,Одесская ,Зюзино,"(55.655717, 37.57369)"
real_estate_agent,15,17,3,82.0,25900000.0,Коньково, Островитянова,Коньково,"(55.631857, 37.519156)"
real_estate_agent,12,14,3,86.0,29500000.0,Солнцево,Боровское шоссе,Мещерская,"(55.666667, 37.424444)"
real_estate_agent,3,8,3,75.6,19990000.0,Савеловский,Бутырская ,Савёловская,"(55.794054, 37.587163)"
real_estate_agent,3,5,3,96.7,26500000.0,Хорошевский,Хорошевское шоссе,Беговая,"(55.773505, 37.545518)"
realtor,4,14,3,80.0,32500000.0,Тверской,Угловой переулок,Менделеевская,"(55.781999, 37.599141)"
real_estate_agent,1,5,3,55.4,16200000.0,Сокольники,Большая Остроумовская ,Сокольники,"(55.789282, 37.679895)"
real_estate_agent,4,16,3,69.0,24800000.0,Северное Медведково,Широкая ,Медведково,"(55.888103, 37.661562)"
developer,16,26,3,63.0,19233396.0,Царицыно,Севанская ,Каширская,"(55.654462, 37.647639)"
real_estate_agent,4,12,3,60.0,23500000.0,Марьина роща,Складочная ,Савёловская,"(55.794054, 37.587163)"
real_estate_agent,21,30,3,50.0,29999000.0,Тимирязевский,Дмитровский проезд,Дмитровская,"(55.808056, 37.581734)"
real_estate_agent,8,9,3,72.3,25500000.0,Ломоносовский, Архитектора Власова,Профсоюзная,"(55.677671, 37.562595)"
real_estate_agent,17,29,3,64.2,25500000.0,Нагатино-Садовники,Варшавское шоссе,Нагатинская,"(55.682099, 37.620917)"
real_estate_agent,15,16,3,75.0,25900000.0,Мещанский,Олимпийский проспект,Достоевская,"(55.781667, 37.613889)"
developer,8,12,3,59.8,25702040.0,Рязанский,Окская ,Окская,"(55.718623, 37.781272)"
real_estate_agent,1,7,3,93.3,25900000.0,Южнопортовый,1-я Дубровская ,Дубровка,"(55.71807, 37.676259)"
developer,3,25,3,50.36,26378568.0,Хорошево-Мневники, Берзарина,Октябрьское поле,"(55.793581, 37.493317)"
real_estate_agent,12,16,3,74.7,26500000.0,Сокольники,Сокольническая площадь,Сокольники,"(55.789282, 37.679895)"
developer,35,35,3,69.9,26626846.0,Левобережный,Фестивальная ,Речной вокзал,"(55.008738, 82.93827)"
developer,38,48,3,74.1,26970769.0,Покровское-Стрешнево,Вишневая ,Тушинская,"(55.825479, 37.437024)"
real_estate_agent,3,25,3,98.0,26800000.0,Солнцево,Солнцевский проспект,Солнцево,"(55.649, 37.3911)"
real_estate_agent,5,20,3,82.3,26790000.0,Отрадное,Нововладыкинский проезд,Окружная,"(55.844748, 37.575531)"
real_estate_agent,3,43,3,72.0,26700000.0,Раменки, Василия Ланового,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,6,30,3,75.7,27000000.0,Покровское-Стрешнево,Строительный проезд,Тушинская,"(55.825479, 37.437024)"
real_estate_agent,2,35,3,78.0,27000000.0,Останкинский, Годовикова,Алексеевская,"(55.807794, 37.638699)"
realtor,15,16,3,73.0,27000000.0,Чертаново Южное,Варшавское шоссе,Аннино,"(55.583477, 37.596999)"
real_estate_agent,37,40,3,60.59,27200000.0,Даниловский,бульвар Братьев Весниных,ЗИЛ,"(55.698333, 37.648333)"
real_estate_agent,3,8,3,78.3,27000000.0,Академический, Вавилова,Ленинский проспект,"(55.70678, 37.58499)"
developer,2,27,3,80.6,27404000.0,Щукино, Берзарина,Щукинская,"(55.8094, 37.463241)"
developer,13,20,3,68.8,27398499.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,3,16,3,76.0,27500000.0,Строгино,Таллинская ,Строгино,"(55.803831, 37.402405)"
homeowner,8,15,3,75.8,27500000.0,Можайский,проезд Загорского,Давыдково,"(55.71517, 37.45177)"
unknown,33,33,3,85.3,27990000.0,Метрогородок,Открытое шоссе,Бульвар Рокоссовского,"(55.814916, 37.732227)"
real_estate_agent,10,16,3,61.2,28000000.0,Филевский парк,Большая Филевская ,Фили,"(55.746763, 37.514035)"
real_estate_agent,7,21,3,77.0,28000000.0,Хорошевский, Зорге,Полежаевская,"(55.777201, 37.517895)"
real_estate_agent,11,16,3,75.0,27900000.0,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,15,24,3,77.0,28000000.0,Донской,Малая Тульская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,3,8,3,93.0,27900000.0,Ломоносовский, Марии Ульяновой,Проспект Вернадского,"(55.676549, 37.504584)"
homeowner,6,10,3,67.9,27839000.0,Лефортово, Золоторожский Вал,Серп и Молот,"(55.748056, 37.681944)"
developer,34,49,3,77.37,28306573.0,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,4,7,3,77.1,28500000.0,Беговой,1-й Боткинский проезд,Динамо,"(55.789704, 37.558212)"
developer,22,25,3,76.9,28837500.0,Щукино, Берзарина,Щукинская,"(55.8094, 37.463241)"
developer,3,20,3,56.26,28838876.0,Хорошево-Мневники, Берзарина,Октябрьское поле,"(55.793581, 37.493317)"
developer,24,29,3,77.7,28963060.0,Южнопортовый,Волгоградский проспект,Волгоградский проспект,"(55.725546, 37.685197)"
real_estate_agent,8,30,3,60.1,29000000.0,Филевский парк,Береговой проезд,Фили,"(55.746763, 37.514035)"
real_estate_agent,2,24,3,62.7,29000000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
developer,21,26,3,88.81,29471255.0,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,17,17,3,83.5,29250000.0,Рязанский,2-й Грайвороновский проезд,Стахановская,"(55.727207, 37.752257)"
real_estate_agent,9,9,3,61.2,29990000.0,Пресненский,Мантулинская ,Улица 1905 года,"(55.763944, 37.562271)"
developer,16,35,3,80.0,30253867.0,Левобережный,Фестивальная ,Речной вокзал,"(55.008738, 82.93827)"
real_estate_agent,19,24,3,79.4,30500000.0,Ново-Переделкино,Чоботовская ,Новопеределкино,"(55.6385, 37.3544)"
real_estate_agent,10,25,3,105.9,31000000.0,Солнцево,Солнцевский проспект,Солнцево,"(55.649, 37.3911)"
realtor,19,24,3,86.0,31000000.0,Дмитровский,Дмитровское шоссе,Яхромская,"(55.879904, 37.545429)"
unknown,36,45,3,74.0,31000000.0,Очаково-Матвеевское,м. Мичуринский проспект,Мичуринский проспект,"(55.688203, 37.485304)"
real_estate_agent,19,28,3,86.0,31500000.0,Лефортово,проезд Невельского,Авиамоторная,"(55.751933, 37.717444)"
real_estate_agent,11,29,3,72.0,31499000.0,Раменки, Лобачевского,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,24,44,3,70.0,31700000.0,Пресненский,Ходынская ,Улица 1905 года,"(55.763944, 37.562271)"
developer,2,16,3,80.1,31891753.0,Сокол, Зорге,Октябрьское поле,"(55.793581, 37.493317)"
real_estate_agent,24,44,3,69.0,31700000.0,Пресненский,Ходынская ,Улица 1905 года,"(55.763944, 37.562271)"
developer,47,51,3,67.31,31926479.0,Пресненский,Шелепихинское шоссе,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,24,44,3,69.0,31700000.0,Пресненский,Ходынская ,Улица 1905 года,"(55.763944, 37.562271)"
real_estate_agent,1,9,3,70.0,32000000.0,Даниловский,Люсиновская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,2,22,3,107.2,32160000.0,Левобережный,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
real_estate_agent,5,5,3,60.0,32100000.0,Пресненский,Хлебный переулок,Арбатская,"(55.752312, 37.60349)"
real_estate_agent,10,28,3,62.6,32200000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
realtor,7,41,3,71.6,32000000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,1,18,3,105.8,32000000.0,Ломоносовский, Архитектора Власова,Профсоюзная,"(55.677671, 37.562595)"
developer,3,21,3,81.1,32463200.0,Хорошевский, Зорге,Зорге,"(55.787778, 37.504444)"
realtor,12,22,3,70.0,32500000.0,Филевский парк,2-я Филевская ,Филёвский парк,"(55.739665, 37.483902)"
real_estate_agent,6,8,3,81.1,33400000.0,Беговой, Правды,Белорусская,"(55.777439, 37.582107)"
real_estate_agent,11,42,3,73.5,33500000.0,Филевский парк,Багратионовский проезд,Фили,"(55.746763, 37.514035)"
real_estate_agent,14,25,3,69.5,34000000.0,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,38,46,3,55.5,34400000.0,Даниловский,Дубининская ,Серпуховская,"(55.726548, 37.624792)"
developer,11,57,3,85.84,34596122.0,Бутырский,Огородный проезд,Бутырская,"(55.813333, 37.602778)"
developer,26,29,3,79.3,34420000.0,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,8,25,3,79.6,34500000.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,"(55.757116, 37.524067)"
real_estate_agent,15,34,3,87.0,34500000.0,Аэропорт,Кочновский проезд,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,15,33,3,70.0,34700000.0,Бутырский, Руставели,Бутырская,"(55.813333, 37.602778)"
real_estate_agent,3,3,3,89.3,35300000.0,Мещанский,Большой Сухаревский переулок,Сухаревская,"(55.772315, 37.63285)"
developer,9,23,3,85.0,35275000.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,12,17,3,98.5,35000000.0,Даниловский,2-я оч.,ЗИЛ,"(55.698333, 37.648333)"
developer,3,20,3,88.8,35697600.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
developer,2,22,3,72.4,35862760.0,Марьина роща,Полковая ,Савёловская,"(55.794054, 37.587163)"
real_estate_agent,38,51,3,66.9,36000000.0,Пресненский,Шмитовский проезд,Шелепиха,"(55.757116, 37.524067)"
developer,39,51,3,81.91,36184561.0,Пресненский,Шелепихинское шоссе,Шелепиха,"(55.757116, 37.524067)"
developer,14,20,3,63.63,36326367.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
real_estate_agent,2,8,3,66.4,36390000.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
developer,14,42,3,68.9,36785710.0,Котловка,Севастопольский проспект,Нагорная,"(55.672962, 37.610397)"
developer,10,23,3,84.0,36456000.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
representative_developer,28,28,3,62.0,36525954.0,Раменки,Винницкая ,Раменки,"(55.697691, 37.498725)"
developer,6,23,3,90.0,36450000.0,Басманный, Фридриха Энгельса,Бауманская,"(55.772405, 37.67904)"
real_estate_agent,47,59,3,138.0,36500000.0,Ростокино,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,22,33,3,68.5,37000000.0,Хорошево-Мневники,Причальный проезд,Шелепиха,"(55.757116, 37.524067)"
developer,9,15,3,82.77,37455991.0,Даниловский,Автозаводская ,Тульская,"(55.70961, 37.622569)"
developer,9,16,3,81.3,37219058.0,Даниловский, Архитектора Щусева,ЗИЛ,"(55.698333, 37.648333)"
real_estate_agent,6,24,3,72.2,37500000.0,Хорошевский,Хорошевское шоссе,Хорошёвская,"(55.776862, 37.520797)"
real_estate_agent,26,37,3,78.0,37200000.0,Раменки,Мосфильмовская ,Аминьевская,"(55.697189, 37.464931)"
real_estate_agent,3,14,3,70.0,38000000.0,Раменки,проспект Генерала Дорохова,Минская,"(55.723947, 37.497872)"
real_estate_agent,11,17,3,66.3,38000000.0,Даниловский,проспект Лихачева,Технопарк,"(55.695, 37.664167)"
real_estate_agent,2,21,3,85.0,38000000.0,Филевский парк,Береговой проезд,Фили,"(55.746763, 37.514035)"
real_estate_agent,3,8,3,81.0,37900000.0,Ломоносовский, Марии Ульяновой,Проспект Вернадского,"(55.676549, 37.504584)"
real_estate_agent,8,59,3,128.0,39000000.0,Ростокино,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,5,7,3,95.0,39000000.0,Басманный, Земляной Вал,Курская,"(55.758564, 37.659039)"
developer,1,29,3,101.9,39414200.0,Богородское,Открытое шоссе,Бульвар Рокоссовского,"(55.814916, 37.732227)"
real_estate_agent,25,29,3,112.0,39350000.0,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,"(55.697189, 37.464931)"
developer,4,41,3,60.43,39823370.0,Раменки,1-й Сетуньский проезд,Лужники,"(55.720278, 37.563056)"
developer,10,21,3,99.4,39769940.0,Савеловский,Старый Петровско-Разумовский проезд,Гражданская,"(55.805483, 37.553316)"
real_estate_agent,2,6,3,70.8,39500000.0,Даниловский,проспект Лихачева,Технопарк,"(55.695, 37.664167)"
real_estate_agent,19,24,3,83.3,39500000.0,Ховрино,Беломорская ,Беломорская,"(55.865369, 37.475692)"
developer,4,6,3,80.0,40000000.0,Хорошево-Мневники, Саляма Адиля,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,12,48,3,83.1,40000000.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,"(55.775697, 37.485071)"
real_estate_agent,11,38,3,109.0,40000000.0,Ростокино,проспект Мира,Ростокино,"(55.839444, 37.667778)"
real_estate_agent,8,14,3,70.6,40000000.0,Раменки,проспект Генерала Дорохова,Ломоносовский проспект,"(55.70706, 37.516063)"
real_estate_agent,8,18,3,84.0,39900000.0,Раменки, Янковского,Аминьевская,"(55.697189, 37.464931)"
realtor,9,9,3,53.0,12200000.0,Царицыно, Медиков,Кантемировская,"(55.636107, 37.656218)"
real_estate_agent,3,9,3,59.5,12300000.0,Вешняки, Красный Казанец,Выхино,"(55.715983, 37.816788)"
real_estate_agent,2,9,3,58.4,12450000.0,Чертаново Южное,Чертановская ,Улица Академика Янгеля,"(55.596753, 37.601498)"
real_estate_agent,2,9,3,58.3,12700000.0,Отрадное,Алтуфьевское шоссе,Отрадное,"(55.864273, 37.605066)"
real_estate_agent,2,9,3,58.3,12700000.0,Чертаново Южное,Россошанский проезд,Улица Академика Янгеля,"(55.596753, 37.601498)"
realtor,1,9,3,59.0,12700000.0,Вешняки, Молдагуловой,Выхино,"(55.715983, 37.816788)"
real_estate_agent,8,9,3,58.4,13000000.0,Ярославский,Ярославское шоссе,ВДНХ,"(55.819626, 37.640751)"
real_estate_agent,1,9,3,53.0,13000000.0,Бибирево, Коненкова,Бибирево,"(55.883868, 37.603011)"
real_estate_agent,5,5,3,53.6,13200000.0,Измайлово,5-я Парковая ,Первомайская,"(55.794376, 37.799364)"
realtor,1,5,3,67.0,13300000.0,Лефортово, Пруд-Ключики,Авиамоторная,"(55.751933, 37.717444)"
real_estate_agent,6,9,3,56.5,13300000.0,Головинский,Кронштадтский бульвар,Коптево,"(55.839637, 37.520037)"
realtor,2,9,3,60.5,13490000.0,Зябликово,Кустанайская ,Шипиловская,"(55.621667, 37.743611)"
real_estate_agent,1,9,3,59.4,13500000.0,Орехово-Борисово Северное,Ореховый бульвар,Домодедовская,"(55.610131, 37.717111)"
realtor,1,12,3,62.7,13600000.0,Бирюлево Западное,Харьковский проезд,Пражская,"(55.610962, 37.602386)"
real_estate_agent,3,12,3,63.3,13800000.0,Бирюлево Восточное,Касимовская ,Царицыно,"(55.620982, 37.669612)"
real_estate_agent,13,18,3,75.0,13900000.0,Южное Бутово, Захарьинские Дворики,Щербинка,"(55.510155, 37.562191)"
homeowner,8,9,3,57.5,14000000.0,Рязанский, Академика Скрябина,Рязанский проспект,"(55.716139, 37.792694)"
homeowner,3,9,3,58.5,14000000.0,Чертаново Центральное,Чертановская ,Пражская,"(55.610962, 37.602386)"
real_estate_agent,4,12,3,63.2,14149999.0,Бибирево,Белозерская ,Бибирево,"(55.883868, 37.603011)"
real_estate_agent,11,19,3,74.0,14500000.0,Некрасовка,проспект Защитников Москвы,Некрасовка,"(55.702967, 37.92803)"
real_estate_agent,4,9,3,59.3,14500000.0,Северное Измайлово,Сиреневый бульвар,Щёлковская,"(55.809962, 37.798261)"
real_estate_agent,2,9,3,62.8,14900000.0,Можайский,Беловежская ,Сетунь,"(55.724211, 37.398473)"
real_estate_agent,8,9,3,51.0,14800000.0,Северное Медведково,проезд Шокальского,Медведково,"(55.888103, 37.661562)"
realtor,8,9,3,51.0,14800000.0,Строгино,Строгинский бульвар,Строгино,"(55.803831, 37.402405)"
real_estate_agent,7,17,3,75.0,14990000.0,Южное Тушино, Василия Петушкова,Трикотажная,"(55.833137, 37.398967)"
real_estate_agent,9,9,3,63.5,14999999.0,Чертаново Южное,Чертановская ,Пражская,"(55.610962, 37.602386)"
real_estate_agent,4,9,3,60.1,15200000.0,Орехово-Борисово Южное,Каширское шоссе,Домодедовская,"(55.610131, 37.717111)"
developer,26,30,3,56.5,15545420.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
developer,17,30,3,61.6,15540022.0,Южное Бутово,к2.4,Улица Горчакова,"(55.542281, 37.532063)"
real_estate_agent,4,9,3,55.0,15450000.0,Ясенево, Рокотова,Ясенево,"(55.606182, 37.5334)"
real_estate_agent,10,12,3,64.0,15500000.0,Головинский,1-й Лихачевский переулок,Коптево,"(55.839637, 37.520037)"
real_estate_agent,2,9,3,59.7,15500000.0,Чертаново Центральное, Красного Маяка,Пражская,"(55.610962, 37.602386)"
unknown,3,25,3,86.0,15500000.0,Коньково,Миклухо-Маклая ,Беляево,"(55.642357, 37.526115)"
unknown,9,16,3,75.0,15700000.0,Восточное Дегунино,Керамический проезд,Лианозово,"(55.898614, 37.544854)"
developer,3,9,3,78.6,15838436.0,Южное Бутово,Варшавское шоссе,Щербинка,"(55.510155, 37.562191)"
developer,4,9,3,79.5,15895668.0,Южное Бутово,Варшавское шоссе,Щербинка,"(55.510155, 37.562191)"
real_estate_agent,9,17,3,72.7,15800000.0,Некрасовка,Рождественская ,Некрасовка,"(55.702967, 37.92803)"
real_estate_agent,5,9,3,60.0,15800000.0,Северное Медведково,Широкая ,Медведково,"(55.888103, 37.661562)"
real_estate_agent,4,5,3,55.6,15800000.0,Москворечье-Сабурово,Каширское шоссе,Каширская,"(55.654462, 37.647639)"
developer,9,12,3,62.7,15756385.0,Молжаниновский,Ленинградское шоссе,Новоподрезково,"(55.936389, 37.351667)"
developer,6,15,3,62.9,15830987.0,Молжаниновский,Ленинградское шоссе,Подрезково,"(55.941667, 37.334722)"
developer,6,14,3,62.8,15884287.0,Молжаниновский,Ленинградское шоссе,Химки,"(55.894444, 37.450833)"
developer,2,14,3,68.3,15752678.0,Молжаниновский,Ленинградское шоссе,Химки,"(55.894444, 37.450833)"
realtor,13,18,3,47.7,16000000.0,Останкинский,Березовая аллея,Ботанический сад,"(55.844597, 37.637811)"
unknown,3,9,3,63.0,15999000.0,Орехово-Борисово Южное,Воронежская ,Зябликово,"(55.611944, 37.745278)"
developer,2,9,3,81.2,16156339.0,Южное Бутово,Варшавское шоссе,Щербинка,"(55.510155, 37.562191)"
realtor,5,22,3,100.5,16080000.0,Бирюлево Восточное,6-я Радиальная ,Царицыно,"(55.620982, 37.669612)"
developer,25,30,3,66.6,16253099.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
real_estate_agent,6,16,3,65.2,16200000.0,Лианозово,Новгородская ,Алтуфьево,"(55.899034, 37.586473)"
developer,12,14,3,68.2,16216187.0,Молжаниновский,Ленинградское шоссе,Новоподрезково,"(55.936389, 37.351667)"
developer,3,15,3,68.2,16225803.0,Молжаниновский,Ленинградское шоссе,Подрезково,"(55.941667, 37.334722)"
realtor,13,22,3,100.5,16281000.0,Бирюлево Восточное,6-я Радиальная ,Царицыно,"(55.620982, 37.669612)"
developer,28,30,3,66.9,16473417.0,Южное Бутово,к2.4,Улица Горчакова,"(55.542281, 37.532063)"
real_estate_agent,25,25,3,77.3,16500000.0,Митино,Муравская ,Пятницкое шоссе,"(55.853634, 37.353108)"
real_estate_agent,5,14,3,80.2,16600000.0,Южное Бутово,Бартеневская ,Бульвар Адмирала Ушакова,"(55.545207, 37.542329)"
real_estate_agent,4,9,3,57.0,16600000.0,Северное Тушино, Героев Панфиловцев,Сходненская,"(55.84926, 37.44076)"
developer,4,9,3,80.5,16637633.0,Южное Бутово,Варшавское шоссе,Щербинка,"(55.510155, 37.562191)"
developer,2,14,3,84.2,16699765.0,Молжаниновский,Ленинградское шоссе,Химки,"(55.894444, 37.450833)"
developer,3,14,3,75.9,16642176.0,Молжаниновский,Ленинградское шоссе,Химки,"(55.894444, 37.450833)"
developer,17,18,3,48.38,16697764.0,Щукино,Большой Волоколамский проезд,Стрешнево,"(55.814204, 37.476699)"
developer,2,28,3,77.6,16889200.0,Ховрино,Флотская ,Речной вокзал,"(55.008738, 82.93827)"
real_estate_agent,7,9,3,59.0,16700000.0,Коньково, Академика Волгина,Беляево,"(55.642357, 37.526115)"
developer,8,14,3,77.8,16852569.0,Молжаниновский,Ленинградское шоссе,Новоподрезково,"(55.936389, 37.351667)"
homeowner,4,16,3,70.0,16800000.0,Орехово-Борисово Южное, Генерала Белова,Домодедовская,"(55.610131, 37.717111)"
developer,3,14,3,77.9,17005181.0,Молжаниновский,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
developer,5,14,3,83.9,16962063.0,Молжаниновский,Ленинградское шоссе,Новоподрезково,"(55.936389, 37.351667)"
real_estate_agent,5,16,3,65.9,16944000.0,Лианозово,Череповецкая ,Алтуфьево,"(55.899034, 37.586473)"
real_estate_agent,4,5,3,61.4,16999999.0,Южнопортовый, Мельникова,Пролетарская,"(55.731546, 37.666917)"
developer,2,14,3,79.5,17032478.0,Молжаниновский,Ленинградское шоссе,Беломорская,"(55.865369, 37.475692)"
real_estate_agent,12,14,3,78.0,16950000.0,Царицыно,Кантемировская ,Кантемировская,"(55.636107, 37.656218)"
real_estate_agent,12,16,3,65.4,16900000.0,Перово,Мастеровая ,Перово,"(55.75098, 37.78422)"
realtor,3,16,3,65.0,17000000.0,Коньково,Севастопольский проспект,Беляево,"(55.642357, 37.526115)"
developer,19,25,3,72.7,17141787.0,Митино,Муравская ,Пятницкое шоссе,"(55.853634, 37.353108)"
developer,2,26,3,65.0,17069000.0,Царицыно,Севанская ,Каширская,"(55.654462, 37.647639)"
developer,12,32,3,72.3,17386704.0,Митино,Северо-Западный ао,Пятницкое шоссе,"(55.853634, 37.353108)"
developer,6,25,3,77.6,17392177.0,Митино,Муравская ,Пятницкое шоссе,"(55.853634, 37.353108)"
developer,30,30,3,58.7,17228462.0,Южное Бутово,к2.2,Бунинская аллея,"(55.537977, 37.515899)"
developer,4,15,3,77.8,17263431.0,Молжаниновский,Ленинградское шоссе,Подрезково,"(55.941667, 37.334722)"
real_estate_agent,15,17,3,75.6,17300000.0,Внуково,Интернациональная ,Аэропорт Внуково,"(55.607087, 37.287702)"
real_estate_agent,19,23,3,79.2,17200000.0,Некрасовка, Маресьева,Некрасовка,"(55.702967, 37.92803)"
developer,3,15,3,83.9,17544749.0,Молжаниновский,Ленинградское шоссе,Подрезково,"(55.941667, 37.334722)"
realtor,4,9,3,59.0,17500000.0,Кузьминки, Федора Полетаева,Кузьминки,"(55.705493, 37.763295)"
unknown,10,15,3,73.2,17500000.0,Солнцево,Родниковая ,Солнцево,"(55.649, 37.3911)"
developer,21,30,3,64.3,17746549.0,Южное Бутово,к2.2,Бунинская аллея,"(55.537977, 37.515899)"
developer,15,25,3,78.9,17853649.0,Митино,Муравская ,Пятницкое шоссе,"(55.853634, 37.353108)"
developer,24,30,3,75.7,17753497.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
developer,12,24,3,60.9,17760754.0,Солнцево,Производственная ,Солнцево,"(55.649, 37.3911)"
developer,21,30,3,71.8,18017605.0,Южное Бутово,м. Бунинская аллея,Бунинская аллея,"(55.537977, 37.515899)"
developer,2,33,3,71.5,17902885.0,Люблино,14.5,Братиславская,"(55.658817, 37.748415)"
real_estate_agent,6,16,3,68.3,18000000.0,Северное Медведково,Северодвинская ,Медведково,"(55.888103, 37.661562)"
