author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Застройщик,2,23,2,61.4,21.92,Очаково-Матвеевское,Очаково мкр,Озёрная,37.4495,55.6698
Риэлтор,6,14,2,43.0,13.7,Люблино,Высотный проезд,Люблино,37.761639,55.676596
Агент по недвижимости,14,41,2,48.0,26.5,Раменки,1-й Сетуньский проезд,Кутузовская,37.5341,55.740544
Застройщик,31,34,2,69.4,27.69,Левобережный,Ленинградское шоссе,Беломорская,37.475692,55.865369
Риэлтор,3,9,2,48.7,10.2,Люблино, Верхние Поля,Братиславская,37.748415,55.658817
Застройщик,10,17,2,53.4,34.05,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Агент по недвижимости,4,8,2,54.7,21.9,Сокол, Алабяна,Сокол,37.515245,55.805564
Застройщик,2,22,2,55.9,25.81,Марьина роща,Полковая ,Савёловская,37.587163,55.794054
Агент по недвижимости,17,33,2,70.0,26.25,Кунцево, Академика Павлова,Крылатское,37.408139,55.756842
Застройщик,5,6,2,67.81,36.65,Преображенское,Жилой комплекс Преображенская площадь,Преображенская площадь,37.713582,55.796322
Агент по недвижимости,12,26,2,45.3,25.0,Покровское-Стрешнево,Летная ,Спартак,37.4352,55.8182
Застройщик,14,17,2,70.94,36.78,Преображенское,Жилой комплекс Преображенская площадь,Преображенская площадь,37.713582,55.796322
Агент по недвижимости,35,37,2,59.7,25.0,Раменки,Мосфильмовская ,Аминьевская,37.464931,55.697189
Застройщик,19,75,2,64.7,31.26,Донской,5-й Донской проезд,Площадь Гагарина,37.585833,55.706944
Агент по недвижимости,11,20,2,64.0,30.0,Хорошево-Мневники, Шеногина,Шелепиха,37.524067,55.757116
Владелец,3,9,2,44.5,14.8,Восточное Дегунино,Дубнинская ,Селигерская,37.547117,55.866556
Агент по недвижимости,9,23,2,68.4,33.3,Хорошево-Мневники,Жилой комплекс остров,Терехово ,37.459738,55.748108
Застройщик,12,21,2,75.0,38.14,Щукино,Щукинская ,Щукинская,37.463241,55.8094
Агент по недвижимости,3,13,2,82.5,36.1,Хорошево-Мневники, Нижние Мневники,Мнёвники,37.47139,55.761148
Застройщик,11,21,2,74.2,36.31,Щукино,Щукинская ,Щукинская,37.463241,55.8094
Риэлтор,3,12,2,45.9,14.0,Западное Дегунино, Маршала Федоренко,Ховрино,37.480768,55.878273
Застройщик,20,28,2,69.15,33.88,Нагатино-Садовники,Нагатинская ,Нагатинская,37.620917,55.682099
Агент по недвижимости,5,14,2,47.0,14.7,Аэропорт, 4-я 8 Марта,Гражданская,37.553316,55.805483
Застройщик,2,18,2,72.5,28.85,Филевский парк,Береговой проезд,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,27,33,2,47.4,28.5,Даниловский,Дербеневская ,Павелецкая,37.638693,55.729741
Застройщик,5,17,2,50.4,31.59,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Риэлтор,18,30,2,79.6,29.5,Можайский, Петра Алексеева,Давыдково,37.45177,55.71517
Агент по недвижимости,25,52,2,70.0,37.9,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Застройщик,14,28,2,80.19,38.43,Нагатино-Садовники,Нагатинская ,Нагатинская,37.620917,55.682099
Агент по недвижимости,2,18,2,120.3,38.5,Ломоносовский, Архитектора Власова,Профсоюзная,37.562595,55.677671
Агент по недвижимости,4,5,2,42.8,11.99,Новогиреево,Мартеновская ,Новогиреево,37.814587,55.752237
Застройщик,13,22,2,52.9,27.06,Марьина роща,Полковая ,Савёловская,37.587163,55.794054
Агент по недвижимости,9,9,2,33.2,13.0,Северное Тушино, Фомичевой,Сходненская,37.44076,55.84926
Агент по недвижимости,5,8,2,44.7,14.49,Донской,Варшавское шоссе,Верхние котлы,37.618889,55.69
Застройщик,2,28,2,68.3,31.24,Нагатино-Садовники,Нагатинская ,Нагатинская,37.620917,55.682099
Агент по недвижимости,3,5,2,52.0,39.0,Донской,4-й Верхний Михайловский проезд,Шаболовская,37.607892,55.718828
Агент по недвижимости,10,14,2,46.3,15.49,Свиблово, Амундсена,Свиблово,37.653379,55.855558
Застройщик,43,57,2,75.7,31.8,Левобережный,Ленинградское шоссе,Беломорская,37.475692,55.865369
Застройщик,3,24,2,59.0,23.01,Очаково-Матвеевское,Мичуринский проспект,Озёрная,37.4495,55.6698
Агент по недвижимости,8,14,2,40.8,14.9,Очаково-Матвеевское,Озерная ,Озёрная,37.4495,55.6698
Застройщик,13,21,2,71.6,35.93,Щукино,Щукинская ,Щукинская,37.463241,55.8094
Агент по недвижимости,3,22,2,43.0,31.0,Академический,Новочеремушкинская ,Академическая,37.5723,55.687147
Застройщик,34,42,2,42.8,26.81,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Агент по недвижимости,24,24,2,58.0,39.3,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,37.524067,55.757116
Застройщик,15,42,2,46.7,27.06,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Застройщик,35,54,2,74.5,35.39,Хорошево-Мневники, Мневники,Полежаевская,37.517895,55.777201
Застройщик,2,54,2,71.04,36.04,Хорошево-Мневники, Мневники,Полежаевская,37.517895,55.777201
Агент по недвижимости,6,12,2,52.0,30.0,Аэропорт,Ленинградский проспект,Петровский Парк,37.557322,55.791957
Застройщик,38,54,2,63.53,32.61,Хорошево-Мневники, Мневники,Полежаевская,37.517895,55.777201
Владелец,17,22,2,57.0,14.9,Северный,Челобитьевское шоссе,Физтех,37.546498,55.921536
Агент по недвижимости,3,17,2,56.8,19.29,Чертаново Северное,Кировоградская ,Южная,37.609047,55.622436
Агент по недвижимости,12,17,2,57.8,25.99,Раменки,Мичуринский проспект,Раменки,37.498725,55.697691
Застройщик,18,41,2,58.5,35.81,Даниловский,Дубининская ,Павелецкая,37.638693,55.729741
Агент по недвижимости,9,21,2,50.3,33.9,Басманный, Земляной Вал,Чкаловская,37.659293,55.755951
Застройщик,10,18,2,45.4,37.78,Донской,2-й Донской проезд,Ленинский проспект,37.58499,55.70678
Агент по недвижимости,18,25,2,72.5,35.0,Раменки, Лобачевского,Аминьевская,37.464931,55.697189
Застройщик,6,18,2,47.1,38.65,Донской,2-й Донской проезд,Ленинский проспект,37.58499,55.70678
Застройщик,6,18,2,48.4,33.23,Донской,2-й Донской проезд,Ленинский проспект,37.58499,55.70678
Застройщик,9,13,2,69.6,27.34,Москворечье-Сабурово,переулок 1-й Котляковский,Варшавская,37.619711,55.653406
Агент по недвижимости,8,9,2,44.0,10.0,Головинский, Лавочкина,Речной вокзал,82.93827,55.008738
Застройщик,19,24,2,72.5,33.38,Москворечье-Сабурово,Каширский проезд,Варшавская,37.619711,55.653406
Застройщик,5,10,2,60.9,29.52,Москворечье-Сабурово,переулок 1-й Котляковский,Варшавская,37.619711,55.653406
